Month,Revenue,Cost_of_Production,Operating_Expenses,Net_Profit,Risk_Score,Credit_Score,Budgeted_Revenue,Budgeted_Cost_of_Production,Revenue_Variance,Cost_Variance,Profit_Margin,Revenue_Growth_Rate,Operating_Margin,Budgeted_Net_Profit,Product_Category
2022-02-28,219294.7125939416,95118.38982518933,79801.88286638903,108759.41735455176,9.456448978274715,648.21,185531.50347965842,101207.20973579356,-3740.1385114816985,-5573.522241322663,52.32851198384331,-67.68391591422781,47.798846302236385,,Biologics
2022-03-31,182960.26469135418,314184.512171603,147116.69280780476,36023.08256971864,3.7903410278437284,486.47,191671.62209160862,339493.03150981787,-9782.514836561779,-13498.066485877353,20.87927947989549,-6.444566270430702,11.772315413829293,,Biologics
2022-04-30,139281.6490714567,288752.69878902496,164594.93084567605,16907.209139670205,6.834646371290356,492.07,200919.53911492584,348721.68708449026,0.0,-8792.548868617807,12.547294150600468,0.30125895197670144,14.505187814512254,,Biologics
2022-05-31,181700.59222203816,204401.72174732838,230799.76640513932,31676.05456333137,5.167480864894774,699.28,207203.91867343968,278048.8835921588,-3582.404365971501,7788.2263295837465,12.807395986424572,28.33184638347987,24.79748628378154,,Biologics
2022-06-30,277900.946477764,256810.98929140158,94481.99413269297,55026.52941283961,8.627528435032225,793.41,207721.29925973382,270469.009376156,0.0,8508.57932230437,17.087554301089288,32.03133496234668,66.24886245165423,,Biologics
2022-07-31,375235.6732754982,184933.7426688536,54728.222291169426,60466.135895677944,7.164653663093653,787.9,263751.2250190525,142897.92597034603,17343.506455482322,-11664.751420838804,42.54279148414732,-16.09103916553172,57.218703293848776,,Biologics
2022-08-31,175271.97980364645,368338.3717867503,151784.30098322334,62270.11207761449,4.741270536184561,728.93,177173.30150879847,249643.99319950322,-9246.189810754673,-13482.468345292673,39.94151024385054,-18.622029371227722,25.072458065991086,,Biologics
2022-09-30,341235.0631023959,79502.31902622215,136418.34607570915,10624.846897473293,1.749852042978564,653.12,250063.61178569501,82704.64526901985,11019.601564212084,-3565.5955085460396,2.2074742617977394,81.49358450085609,73.860128667957,,Biologics
2022-10-31,125843.1432896549,98540.99808205504,120289.4858857588,79390.30173825336,6.899319947475503,346.28,149240.16209968214,76909.00212842051,18697.583005162414,-7371.575824471171,24.214724210984002,-44.84479260666634,21.388257397632362,,Biologics
2022-11-30,225325.87550739685,43039.44769557281,193317.28059160325,45955.98852971209,4.6262827489339235,388.9,203540.86380261992,55832.928345408545,-5861.235326138796,0.0,14.466044769721604,32.62347746509699,19.625940596721644,,Biologics
2022-12-31,216476.40899304234,143050.3335376535,113793.13743297436,26552.970449104367,3.2946595921244,794.2,265511.3354645769,131630.24796329328,12371.772481514767,0.0,9.14444237537318,14.006885793224464,69.85868337042432,,Biologics
2023-01-31,232627.61324738458,116761.21106543278,160957.2877997933,20109.96873903828,1.3564997907434586,633.54,264971.97254746367,138769.74917409418,-26865.315294800042,-10288.496907664414,6.680121873414948,13.583518808388192,62.02975102093699,,Biologics
2023-02-28,530606.9034005093,142795.46301796465,92384.6731479708,40070.14901697716,6.8995999264590875,305.06,599533.4440725069,152374.55490943423,-31677.192511323552,-4114.915948783416,8.185352988192324,48.14835600133397,73.25531173171503,,Biologics
2023-03-31,204465.92863361596,245809.96710977334,34593.683532933836,117660.02180112925,5.694943158648749,355.81,211270.57523833736,232259.25053789277,-15022.217038739915,-8820.718443649997,55.92651935008941,-56.4000211865889,101.51955978349842,,Biologics
2023-04-30,343110.9032141306,188625.9649629781,44012.2764886856,38763.8780240087,1.3399657919297017,664.93,284028.57105717185,152396.9084489632,8774.96461557952,-8656.952195210362,15.932683361032034,96.16567282890263,91.66998960451836,,Biologics
2023-05-31,377736.25537546107,129358.39235791564,40225.64518231025,63139.7162096352,5.21222919166486,302.78,280433.9917471017,102555.26093684224,35431.67439557702,-11332.28481069215,12.0640565615061,9.24422588072829,77.46910499782284,,Biologics
2023-06-30,126285.18325965577,173403.72120739165,124947.94115863551,62623.12580922576,4.107025652234702,388.44,111160.06783623487,235763.21519122442,-11434.882603491347,5117.3655724122555,66.76040872114336,-71.3110237199091,-18.920650547968314,,Biologics
2023-07-31,321662.16265122587,82106.15842356965,104961.10912345558,49033.22046803702,6.398674453325578,601.8,388478.93166528567,108638.95821412888,3711.5762280487456,1348.0498357361118,11.408675790880485,221.37507569206946,87.13671532375584,,Biologics
2023-08-31,116830.41007412126,270381.0545868989,108561.86185511286,90884.59158827491,2.275889377259871,680.54,143609.9528125242,280623.67434352724,-16274.763137360322,20951.70231882606,55.18186307180148,-53.894829465940504,33.254408901311585,,Biologics
2023-09-30,127577.11263781456,73633.88030300694,158406.5367853258,99017.1842086929,5.616945648807839,658.58,97386.39698674118,87203.4124307534,-9097.85621641615,-1669.3234265046092,93.92215758863512,-27.62750840987591,-62.14412382619031,,Biologics
2023-10-31,326076.5152414673,364398.3063376667,58681.94366003514,32849.80345422537,3.6777352469466016,423.35,621047.5481373316,217572.74303932893,-34697.8726563079,31476.028701717445,8.334876831778585,281.0175217788082,73.2176074895084,,Biologics
2023-11-30,489692.562509218,204048.68778905817,86000.09776133504,42424.9448079531,9.68388388892467,691.7,366878.291510568,287474.8011212154,18571.391494267664,2055.2166953551296,13.0080618228893,1.298154539908629,94.06911537069365,,Biologics
2023-12-31,472470.5311045909,119188.17768509517,157657.91861078088,24702.68647253739,2.4148763411748586,430.49,464603.4158682538,129719.04211106752,7540.951152126556,-1011.6718386103479,10.328436432789143,-12.638181840860822,60.330603168066176,,Biologics
2021-01-31,224056.9073079459,167121.6147690418,28676.802278349158,27198.800913107498,4.0347112492832276,487.59,267065.0794568467,140258.75300892015,8954.778152401455,-8959.176670971685,8.998032276877796,0.0,77.64193420899478,,Biologics
2021-02-28,374580.5432026535,76040.5316743208,148455.0614231208,14223.363530899818,1.0319211085062643,362.41,441535.5533131555,82748.16433725004,-21883.55304394003,2068.0856589430205,3.4620203602512456,113.84419127411452,82.73584415816899,,Biologics
2021-03-31,342084.376894139,299489.15725730703,107450.81525678805,40245.60434430725,6.12672369310439,808.58,353983.5162124265,220254.6608102926,-12396.780790050247,17805.49722716226,9.11012664133673,-15.92898395209481,61.30909506461123,,Biologics
2021-04-30,331430.0230274437,193236.48485435403,104499.4968586382,20030.916124649215,7.214370520698503,782.54,437150.5081420248,211802.3476588762,-18621.967826865024,-1368.0983112479216,7.573443674264846,-17.123322416760555,44.20278911545681,,Biologics
2021-05-31,202521.4942968243,81037.42364867905,178262.12850911962,90152.4020833901,1.6488462031297504,441.87,108363.02038174195,77129.10444061947,-4312.317295185588,-8339.84641938175,52.35932553727488,-45.41276363748104,0.7108178108109627,,Biologics
2021-06-30,195474.05088687417,178205.5144165805,31384.574537251436,97352.97345208844,3.2394625498646854,662.99,167528.43959388282,197737.0652628683,-1688.2360480794446,-5990.392360476362,51.79820261484712,-0.009861599731248245,65.17937370410547,,Biologics
2021-07-31,106286.54127754805,71257.37130388706,90606.4307788119,69757.71963966344,11.637846255569583,749.47,108191.88747214153,43841.646594143254,9099.564783820855,-467.4519699691042,39.7115322493139,-30.120352079521393,25.545176985272366,,Biologics
2021-08-31,564802.6454840156,345185.95985439303,58019.13889021826,80880.3948516804,3.070287558904318,605.36,494618.64380087896,273533.46634919225,16109.78222420832,19893.27197421951,14.169359110164988,217.68341120875758,89.82930809651228,,Biologics
2021-09-30,311802.74720003275,99430.5725403431,168022.5643182167,77483.7443423307,1.8041262856423939,591.31,446434.1703127907,116060.29182879969,19383.369689272473,-2685.236548074929,19.84759016963184,-31.38642032226645,42.43499027895995,,Biologics
2021-10-31,346274.1710088852,222289.85176590757,118238.43923452764,22294.196634985932,4.208049984511509,433.02,399886.7163351255,169971.87338566373,17431.321307759496,-17025.6350456145,5.824101817651658,11.654627622035871,51.704528724172164,,Biologics
2021-11-30,101794.93289855769,117637.61879892547,80306.47630519078,88658.63369090592,12.494755882162377,351.21,128883.43595490225,101555.40632430965,-9945.388732455496,8522.407695338215,72.7089895998381,-66.23916937489844,24.66334480056429,,Biologics
2021-12-31,380380.5123187856,230675.01175985354,44672.633318967535,78663.36406652561,3.973244811522559,793.47,526183.3855054779,175777.3341502189,10059.74524779595,0.0,8.99301344452655,266.62324929106046,80.79562048997484,,Biologics
2022-01-31,572839.9298452609,159729.75165560274,59727.667873501894,92891.16319158959,7.126776621981245,795.23,433017.8957754642,171231.29309193933,-28119.87393596148,-14545.56930191216,19.522130324677967,-10.714389864571332,85.35805203748909,,Biologics
2022-02-28,146106.3827848528,98112.57990934844,107276.57206799893,106588.762392557,7.304716330790937,648.21,167129.78081559925,78706.10144019645,-4714.597790853162,-4276.300044008588,53.0740441260369,-50.334468855745264,48.61760098407317,,Biologics
2022-03-31,188915.7009070059,307260.039893455,165655.84117019523,35150.714559035005,2.9981840326945495,486.47,193253.51005743223,251472.85199753963,-10889.196375491048,-11142.022109681255,17.568428767826777,-7.784731359231808,10.708876344270276,,Biologics
2022-04-30,135109.3718538864,231039.99599366757,112418.05059560489,18795.101030528924,6.035605830689047,492.07,171260.01388858014,270824.8679921688,0.0,-9973.095670319379,11.288206308875578,0.3128437599102445,17.095100669931618,,Biologics
2022-05-31,292727.7885339148,240955.9652513263,171237.61783139434,28789.520360986015,4.110686742223638,699.28,173786.29844697032,381785.3908083141,-3861.904698652202,6604.64089114081,16.56438871771136,27.20808126078107,17.124968597670662,,Biologics
2022-06-30,344544.61303067364,229825.8672998811,107506.92659123754,39729.91515738117,4.994299643770319,793.41,361506.04561787593,332831.9302361246,0.0,13125.291495677557,20.456141276326907,33.04349128441596,60.46861868633391,,Biologics
2022-07-31,296824.37312157365,246148.36394545145,60676.9251753766,79220.13729866479,8.657916180532553,787.9,279373.93248737504,194912.1454595684,17172.060167514315,-13343.5924386188,36.90999772117176,-12.172854448891274,91.16872968964324,,Biologics
2022-08-31,152107.6652686512,268988.0944609395,121731.31839498435,72466.66711362872,4.478582524486304,728.93,312794.85731670813,312082.5355624021,-7142.182245379041,-22962.038865520684,39.4087685734813,-27.591196197440144,31.768648814539944,,Biologics
2022-09-30,317232.21131983836,87968.46926474156,149954.6965604454,10771.047838830653,2.1676618319543723,653.12,360302.37046051124,70809.04596485535,15434.898506722915,-6591.298074208777,3.220111645212252,78.05072282294012,46.11319441892934,,Biologics
2022-10-31,216187.39697535805,83700.10567655791,102664.44297437693,40260.765353516865,10.470843627823532,346.28,131997.20336361806,111881.79341878594,13417.361826378263,-10547.953118591371,32.5628792893052,-51.730162831103655,22.348963528310218,,Biologics
2022-11-30,226004.09982652485,69273.40210957997,172111.89585912472,57680.75599771811,4.933607494515294,388.9,198112.1639392533,55110.29897798888,-5923.842992117088,0.0,23.05461261169101,32.90812397516521,31.999961696812964,,Biologics
2022-12-31,262778.40584683476,160425.46392253067,101586.99569869257,31453.992292714753,2.617888470864003,794.2,157670.7791167039,134966.3846409547,14334.130144761393,0.0,12.309548880698884,16.764676097455276,61.188689556932566,,Biologics
2023-01-31,316284.31157250644,167064.7133901699,109269.07198247248,21159.3186095902,1.6244546005380633,633.54,300594.0855251999,166896.40415660784,-24036.151044210317,-8089.35944079933,7.639473590089816,11.01639116275444,38.866510680819616,,Biologics
2023-02-28,384755.09405036113,119890.92286622277,90915.81508511289,38203.68469997269,5.630213307962831,305.06,411170.35896182444,125225.87246552549,-37895.12993455236,-3003.876185415851,12.193744576512296,39.70774748495495,64.76115166435694,,Biologics
2023-03-31,212270.10223791137,247397.86511981252,41466.0068892212,98644.35755712578,8.500154098665059,355.81,258093.83472348945,241529.82122196295,-16589.95265535409,-11721.948311963451,54.31549299877212,-43.11135469363814,62.281109106878674,,Biologics
2023-04-30,318946.9390264794,106152.57582927789,35633.89262684018,44398.257842406114,0.9996771260517898,664.93,295550.8966151672,122310.74485903326,8055.761186712603,-10218.289990990592,10.347915058135174,72.65953305733831,68.93813101805837,,Biologics
2023-05-31,331090.23145659256,94041.4640853599,36705.14284561874,45258.910861031814,6.4261808320842455,302.78,307412.06099376385,124828.65232352943,41874.83048105452,-9386.890324348731,15.783269015881277,9.761426362857932,114.35233185972643,,Biologics
2023-06-30,82624.5479930885,227547.6132034406,173489.3887724013,76311.98211958064,3.717566748217309,388.44,86494.50903017882,205719.83648043955,-13149.310668485317,6998.395126201643,74.76087820833948,-78.76013110260125,-11.443835490049064,,Biologics
2023-07-31,317578.75980864465,99024.40271831177,84897.75079960091,35930.755518446604,6.505135842213879,601.8,356002.9686047294,63779.048732450115,3350.5745336143877,1482.865785335292,8.301342880664038,174.46757843280866,83.37188083488593,,Biologics
2023-08-31,233181.38076236955,241527.91971334442,122329.02326428809,94627.25849778013,2.633095242780391,680.54,154127.88169831462,227254.38714705533,-14154.62837702763,18887.13225801838,79.08395204217838,-42.29599852441293,29.19959466385199,,Biologics
2023-09-30,134524.44297677552,71018.29381592805,155871.9471149388,114926.378207716,6.9676246513018985,658.58,134807.26800114225,73944.65617592774,-13604.628419746514,-1604.1820709756691,66.81501993694425,-34.166977391135255,-46.18638468737776,,Biologics
2023-10-31,540676.8966291435,262951.8875521232,58359.79435515761,29885.964789981383,4.062839207343784,423.35,424495.06936531485,335291.71923643636,-31387.50187103546,23239.413576732826,6.676705392775773,223.26590050857698,87.90645437844783,,Biologics
2023-11-30,563453.9588338467,186455.6916810218,106000.2935400462,68556.11924849734,9.894243824612246,691.7,419693.8257668541,296673.83784906525,19169.88831980815,2003.7072694590847,13.413762791872275,1.316003519730488,56.63430278967863,,Biologics
2023-12-31,346756.42490035476,93794.17399104733,170746.5569187658,37741.39321501629,2.427372874475425,430.49,344520.45034699485,97803.76946238267,8752.041749533933,-775.7057175191883,8.80909701585426,-10.608384606222204,67.18126789987653,,Biologics
2021-01-31,198415.12138870353,123728.14895841072,28291.50010591777,31350.23112348514,4.246582743202833,487.59,196785.97098905197,149365.91388264808,5633.407540165803,-9196.892623844278,11.971278088309624,0.0,82.13283946663175,,Biologics
2021-02-28,350127.8226699791,82504.50606775557,113220.56378337588,19183.53255867038,1.2541916628198864,362.41,395907.7565170391,88782.4685774516,-35424.438215066046,3430.2245199577496,3.220520712834205,105.6858232608477,44.322724972333674,,Biologics
2021-03-31,405848.99422413704,202075.137442063,114524.0255040163,34359.90686774871,5.051156069782145,808.58,372312.9764364805,222515.3339329249,-14686.690244767755,17384.903432067887,10.313022889262268,-15.511623127502935,66.04922560755948,,Biologics
2021-04-30,320088.1227060721,169954.49499043697,85016.49582222334,28984.275117849924,4.892680751931965,782.54,236867.379784276,144712.61742794517,-28740.52630536895,-1216.0564931847123,6.063562425914106,-10.274560153336923,38.27498023433556,,Biologics
2021-05-31,104799.31142830018,66958.90103832349,171641.15559272727,107595.77374194129,1.2332859431870447,441.87,138833.13771400045,85546.93476964706,-4965.301126042161,-4928.796554042557,54.32672236048337,-68.18203092075902,0.6219756373380066,,Biologics
2021-06-30,201662.72331615502,168387.00611022467,34928.90484084977,82636.40270176243,4.014567776655745,662.99,202849.42837518684,179249.7652287411,-2083.1286237346226,-7747.0885910162015,44.81979523767504,-0.012840021185026407,66.89392573568999,,Biologics
2021-07-31,139326.82185996397,74354.05776624597,92048.75740739459,75894.57847517547,8.66429797335418,749.47,89360.45679780083,72444.18849933516,10204.83756125885,-602.9058142287647,73.1646552724362,-24.559682850767306,27.962235892043378,,Biologics
2021-08-31,336448.5063225999,188055.45463821528,44087.14192010724,117122.20956513802,2.8907510562715912,605.36,513431.4268238724,318120.4074984848,17643.841113417762,19566.10626121709,21.933942095846657,271.77581822954335,102.07571766455973,,Biologics
2021-09-30,392115.1596939437,159025.63291688156,170932.7459334704,93108.10547334807,2.686330679116922,591.31,309034.3228333636,131759.21098580962,15150.76855120559,-2605.8701615489795,24.26419238123808,-23.36768150445044,50.69959689348272,,Biologics
2021-10-31,417462.94508148293,321126.7016658937,126976.10355508134,25742.007835193523,5.678856937232464,433.02,407888.2197109126,155581.40798934406,19393.603583996708,-22769.237576844487,9.711051019067341,11.45446380908892,58.05117065680958,,Biologics
2021-11-30,139081.3821847795,156491.4718451833,82553.30547122611,74440.23000072622,7.557340635233322,351.21,120762.40474689449,122912.9937873693,-13253.663754391579,10059.368708141881,80.07563949648939,-98.63843245584647,23.678230753879987,,Biologics
2021-12-31,544581.929443779,117526.60562270944,38005.69855095339,71748.52500414787,2.535288615191579,793.47,406299.9435642437,171614.43182433854,7814.113600226269,0.0,10.044317196633331,381.4410631753355,66.68326303314642,,Biologics
2022-01-31,272996.78792809654,210225.9066232751,77149.55510192139,59904.937131412036,7.421166159213988,795.23,518333.6023871346,222773.71752988108,-36299.872087791744,-14367.605317530373,18.222544122535016,-10.195869387055149,46.39986387923944,,Biologics
2022-02-28,259670.83860905076,104610.38563744539,75564.97070113853,68743.8743114938,7.098197515598256,648.21,145397.96528570482,78892.12537512391,-3917.3395013108775,-4157.640435333133,59.88895261284426,-66.64050002916306,53.513650806201376,,Biologics
2022-03-31,205031.74974160612,243638.78643824218,136121.02444263577,39291.88847566786,3.699187389161252,486.47,190061.63623116867,320138.2225519088,-10355.07378228265,-14128.924219181059,29.490435240982777,-6.486461629831499,11.133907032736117,,Biologics
2022-04-30,177508.0460976945,311963.23248588573,164816.64411037817,15352.976035135234,6.946177285020788,492.07,193089.40912391027,220157.93074175905,0.0,-11246.043438972023,10.234839913899881,0.43965911232195964,11.207671583914367,,Biologics
2022-05-31,260501.31223022423,246060.59110808614,181192.9402226695,32005.469752650228,5.020733649696647,699.28,236566.1592683845,318131.31839087186,-2797.3581104281934,8724.866851426843,13.085826831740249,28.210686964214908,21.87552775067288,,Biologics
2022-06-30,254347.7838725844,231988.78672440947,130123.5232516231,39581.65341693373,8.487897106707303,793.41,250770.5377269509,311255.100821493,0.0,10623.771757888031,19.059777733661104,49.533385857937716,55.54530616344013,,Biologics
2022-07-31,262645.08892996114,151387.8028753359,39614.164917532245,72317.39728530803,8.464905597395367,787.9,223425.1079191655,194083.06481083197,18891.28284560399,-10434.798517146357,29.101681734946858,-14.211126743248826,75.38012160434002,,Biologics
2022-08-31,244674.56933832966,322531.53438398475,182519.43913261927,74351.5718360279,5.326252877245316,728.93,179152.70192725034,302701.57215647114,-8666.70011998975,-14477.49893012962,41.22679454477284,-18.05611610158135,28.591276364638496,,Biologics
2022-09-30,425066.86068730475,75806.74821957607,131157.10797696735,7811.589705339837,1.6175036097084214,653.12,308909.0933949093,66137.68171046847,10742.43085985232,-4385.694331256474,1.929215359683788,64.02287078545255,66.03872520538576,,Biologics
2022-10-31,124427.08829763053,75301.35749174115,143869.9269240339,51692.717467761686,7.025369439685931,346.28,141779.53090004314,69508.01556057665,15275.553383766324,-6625.297352459649,31.087285050492298,-62.836390735445434,20.13151051855698,,Biologics
2022-11-30,165702.77601830204,37417.098360656215,196777.4195025633,47131.13510061975,4.349596400742976,388.9,161466.1479752941,61935.64903614452,-3965.217181898495,0.0,17.94823471965349,28.19318429231258,32.005000938341176,,Biologics
2022-12-31,277594.8975492028,93717.73421824476,97650.44328675387,34406.77798797839,2.9694990976669557,794.2,287694.6253977212,164866.53218549135,14170.534862234836,0.0,10.291728647242323,18.9586777647262,63.75774682450901,,Biologics
2023-01-31,287184.21650923585,118248.97170666988,169851.31504086134,25618.83502225616,1.509957218764069,633.54,374959.4574219353,202351.21916871256,-19859.25211922453,-10647.224642401416,9.4615369920227,10.385296778275013,71.43094771564826,,Biologics
2023-02-28,490247.17570068734,94550.13384850553,101177.38972222185,33387.46736816409,7.949798183436839,305.06,413933.99380752724,154066.73876415982,-51546.8372581434,-3089.688796494978,8.917804820869893,52.06894831450669,89.14998083727131,,Biologics
2023-03-31,168296.58367901362,299426.4873886471,23012.62869890607,132954.70949462586,9.148047772051621,355.81,165612.06277999916,293775.9504487003,-15984.451403432013,-7068.045656500777,54.757314744631515,-52.055117269586596,111.80749649172964,,Biologics
2023-04-30,411213.20976552065,143981.38397984245,35188.2895420275,37105.41587224959,1.1326372726719427,664.93,253382.2422390973,125485.1615350192,10385.6512065187,-6981.963008262187,13.166066580840534,103.96688570686337,67.27405390916829,,Biologics
2023-05-31,415312.79317166924,121138.1065559084,31347.60195804393,56842.968275595784,6.295345352045958,302.78,337420.6500257029,151145.76603540307,34639.47004811926,-9495.595760279053,11.409337766640954,11.826853887786562,68.43474403821263,,Biologics
2023-06-30,146069.2521243409,214342.72413747644,152653.4914954571,64953.993873251246,4.663556560428929,388.44,107796.81235752159,175544.4146934868,-9906.696205589249,5499.392572208462,68.14735872665055,-72.93625471519604,-15.632634048616831,,Biologics
2023-07-31,527729.3782338968,106632.38832846023,66040.49115127524,40167.0695511797,10.080673781858865,601.8,332625.377069421,77618.38670830618,4020.815856553896,1695.9810820827236,15.926653576977676,191.42428693191295,89.34831659517266,,Biologics
2023-08-31,144712.49998678415,347907.181528535,96056.7143844458,76960.97360382155,2.0734929882061297,680.54,155470.9499420372,316647.7214878598,-18057.05022760466,18342.988208584567,44.74858245588528,-61.92362136795747,26.33802137246282,,Biologics
2023-09-30,105400.49066045586,54863.57774824692,146468.08466313823,110699.96451764663,7.248691799522679,658.58,95400.123801217,69940.02501025464,-12189.949183356297,-1980.01388761414,61.06642242688383,-20.33642766144131,-59.00552798476437,,Biologics
2023-10-31,439371.3760941674,245899.2249338963,54360.458394107205,34398.09201009895,4.045756648869842,423.35,666226.7018865455,280294.41893378913,-23356.192143460346,30241.88817493791,7.4064362737997556,208.98560377047912,49.99129742845736,,Biologics
2023-11-30,476475.98338229005,182275.80008135588,93027.7407888735,45793.82408626369,12.443786768924578,691.7,304903.1865067,246588.0796303187,15350.82863358121,2750.2374386436804,14.753883241756444,1.1113933685699395,76.3046261606229,,Biologics
2023-12-31,357444.13366105035,101056.08085177279,91125.76526577778,23466.653941567187,1.9416550304697096,430.49,489938.3814444398,101507.14806683302,6059.870968302114,-918.6673567747615,11.81447857198883,-20.047056122824003,42.42363722312715,,Biologics
2021-01-31,246782.13324312202,122871.34544988303,26694.346705429027,24428.38661822859,3.196531272773009,487.59,292849.44364042376,141046.3090156626,7266.36422934136,-9141.704751783936,12.991826168984266,0.0,83.76679794429691,,Biologics
2021-02-28,460959.38705893763,101359.83859564955,232057.66242205483,20759.014713278073,1.1724691959193647,362.41,423151.9975837093,74211.72350748499,-19494.365228101185,3494.039694293044,4.055693131304543,103.10840655006773,90.9014987416271,,Biologics
2021-03-31,399587.44282489823,179627.2892505227,147459.29835719772,39191.00680681355,6.714157146075421,808.58,401570.849936805,228546.58560867593,-10607.219201685455,16162.707989643994,7.1356951288192585,-20.550878920223965,44.137321599521066,,Biologics
2021-04-30,375085.4371697452,216661.88823270873,131961.3772092151,29188.846933349967,5.9666252841852625,782.54,392800.50650084723,167279.891774554,-24149.574598629955,-1240.1399211724067,8.34017288027962,-10.266920737256457,49.64718286148761,,Biologics
2021-05-31,132278.50487753894,86856.49828863915,126246.62282490903,80938.21603231427,1.3356970156911083,441.87,207309.43936260318,81109.5794724563,-4812.485420366082,-7449.312200680628,74.15123816526481,-73.36704354774398,0.5970804684080248,,Biologics
2021-06-30,126970.89767467882,143427.01652970424,43231.550523178004,74365.48179600963,4.045746388363913,662.99,131228.31402990693,147915.57095578802,-1349.3335128955205,-6173.947969864239,41.52448222999468,-0.00867282645196625,76.58478283381058,,Biologics
2021-07-31,133001.47724393054,62707.09714645192,110876.4380816556,77921.97460859704,8.520170313730123,749.47,119894.86845932674,56042.302560429605,7788.235911576159,-638.7743762639137,54.99903487432876,-18.17875569340233,21.137953079995405,,Biologics
2021-08-31,427558.8061632484,261339.9983051766,53734.22794556491,78411.6085111428,3.1438110896321194,605.36,464278.4905208598,294855.9524573882,14731.888199339708,22028.139988344046,15.162906549953057,221.6667384402099,80.52670863764473,,Biologics
2021-09-30,315783.1114458203,112232.99353183027,152108.32925839553,93352.97681669395,2.042088619162608,591.31,298879.7204385144,119439.42897596436,14474.405434813172,-3056.9135864220684,29.74252052291242,-26.20102242733258,48.17359976848053,,Biologics
2021-10-31,334521.920527514,187750.15044722674,123695.56447759386,26760.88389225179,6.274619403549304,433.02,291234.5589431476,167778.43991612186,17722.55463614975,-27162.401985356286,6.745320837921623,11.612604672790159,54.72972064976233,,Biologics
2021-11-30,108125.87694591538,135053.21719258907,77498.02357163474,83908.44760878412,7.522449612050395,351.21,121621.77609326591,101160.32546538148,-7797.861061196552,6787.055343415206,95.82708656791237,-61.81081308209499,25.44431084140306,,Biologics
2021-12-31,447538.5137198103,211336.50745164024,33853.72681411487,52260.317511703775,3.0271193441692748,793.47,362362.118020215,148996.1401551928,12694.874979240727,0.0,14.278374604108416,469.2191009079357,108.26243607736195,,Biologics
2022-01-31,506867.8224299781,236690.6302266514,66416.27272141234,64271.02702115254,6.451390496252689,795.23,517029.7452536057,241416.01378197648,-25170.862781967113,-16129.96154584969,15.045363019096287,-10.797304992974107,105.6768830507398,,Biologics
2022-02-28,206565.7989867079,114648.20791303564,77963.5280779355,103463.61008381328,7.505766543935132,648.21,203944.1375442884,86205.5156998882,-5323.148980965511,-4109.52414398688,59.943737906054515,-50.19780163255931,49.43262415006877,,Biologics
2022-03-31,201168.05168888383,277347.2927522167,183391.1367657943,31971.22829003447,3.954551999678246,486.47,193053.4236249404,318994.7128159825,-10970.151711234985,-11199.423152733121,27.221380600405173,-6.335200994394287,8.145953813623011,,Biologics
2022-04-30,176534.9593071432,309884.7456213761,108538.64230366037,22391.361390543745,9.307148250745067,492.07,159418.8991829932,243987.7488378259,0.0,-10353.435298874889,8.520145031209035,0.3241604873977279,22.330917842527278,,Biologics
2022-05-31,262092.71190647743,280792.6699942244,228855.32862872898,31747.370496263527,3.3753881030306525,699.28,183888.18384190765,209912.5586095563,-4691.0597391187475,6865.547647933197,14.185993189219749,27.362067041844767,16.144076867306378,,Biologics
2022-06-30,239610.1291549286,236207.08149275355,112848.8942656252,53146.725781021014,5.547188521221726,793.41,282036.3716968001,294406.4699019874,0.0,8563.787147038065,15.523167003811503,38.28129201205268,85.57949267283097,,Biologics
2022-07-31,243231.06061859682,162083.69028956717,52416.56015672403,100760.02840918262,7.576668724545274,787.9,212348.6979535294,187806.07055756438,14663.04974083394,-9704.02200835982,37.79274225772861,-10.98280109872408,67.42605869687027,,Biologics
2022-08-31,168291.57005566178,238310.50638670078,119463.73277636337,104814.97607036807,6.1142921128171785,728.93,183519.16214290474,270170.5867395906,-7849.831866940625,-16966.679807662076,55.231241607892635,-15.342148472493149,22.982621751858694,,Biologics
2022-09-30,289371.31605895504,55901.675470821116,148745.89472052516,12309.330105916391,1.5617004406916106,653.12,393067.5468442723,101647.68842771972,10835.141628400761,-5020.447150172055,3.752177668384358,71.31604690525626,67.14990992126954,,Biologics
2022-10-31,167710.38173360674,101281.3128633601,133392.82243381662,71333.72449394558,7.92081552402738,346.28,133205.51921249478,97236.76709248853,14231.471996153223,-8963.310645226295,43.47307777702062,-78.06485039361748,26.100245048323018,,Biologics
2022-11-30,265679.6445378304,75691.89884692304,165012.1101388861,52105.0916189317,3.8356112577729973,388.9,258943.49143621817,79817.34580804606,-9043.032391179451,0.0,20.103295190705783,35.88737646189284,36.44180186288612,,Biologics
2022-12-31,243036.86146343534,108558.8520237127,119112.01082426676,32234.10932192521,2.691753384320309,794.2,207973.89196555098,125269.49321729428,12962.169791631075,0.0,11.320674457269664,18.043502587052895,51.213678654138434,,Biologics
2023-01-31,226141.5552731669,162162.6804304529,151877.46963251472,23767.76104624726,1.1945572470073438,633.54,361968.6549155305,194842.09074608318,-30260.70368077848,-9090.275953963375,5.843152476549398,13.373379382650764,48.367838348799395,,Biologics
2023-02-28,331312.74958305527,120374.98205152522,141584.29043598223,37636.352849436254,7.003159940583263,305.06,420517.1790349031,160094.8125632673,-42659.01702643532,-5000.215980468798,12.117231320172818,49.724473063205544,79.96927035124834,,Biologics
